split,feature,num_rows,missing_rate,mean,std,min,max
test,finbert_news_fg_proxy_7d,1441,0.0,69.60769175693088,28.554874409564295,0.36301355503817945,99.75168221847885
test,finbert_weighted_sentiment_z_7d,1441,0.0,0.5690929426568085,1.0833195939725329,-3.134227744448178,3.1274051913267544
test,finbert_weighted_news_fg_proxy_7d,1441,0.0,66.82311080288594,30.283487664436002,0.18915685967240137,99.80824936818607
test,finbert_sentiment_mean_z_20d,1441,0.0,0.8539738662934597,1.0607924774045228,-2.0287360723438197,3.4820135971522985
test,finbert_news_fg_proxy_20d,1441,0.0,73.2458490672683,27.22364684939442,1.6998723851453406,99.90556106500503
test,finbert_weighted_sentiment_z_20d,1441,0.0,0.7381519782297862,1.1416425862444775,-2.31931123682116,3.40652159811333
test,finbert_weighted_news_fg_proxy_20d,1441,0.0,69.42247904702623,29.67184209449194,0.9578377934064051,99.89018649363624
test,finbert_sentiment_mean_z_60d,1441,0.0,1.1867437363807207,1.1094066839217078,-1.7525036547277086,3.8459466468045957
test,finbert_news_fg_proxy_60d,1441,0.0,79.49901885533056,26.06983093134812,2.917009295446853,99.95436952692614
test,finbert_weighted_sentiment_z_60d,1441,0.0,1.0257944487597481,1.1865523094460024,-2.1633963553196534,3.8334977958789453
test,finbert_weighted_news_fg_proxy_60d,1441,0.0,75.39993227582617,29.234631944611465,1.303762241992871,99.95321970997703
